review,cleaned_review,label,sentiment,label_source,conf_score,nama desa wisata,aspects_str
"umbul ponggok sudah sy lewati pada kunjungan kerja saya di bulan puasa lalu, karena hujan dan tidak membawa pakaian ganti, maka tidak saya kunjungi pada kesempatan itu. setelah lebaran, dalam rangka menemani orang tua ziarah di wilayah klaten. bersama dengan adik mengunjungi kolam renang umbul ponggok. kalau membawa mobil area parkirnya cukup sempit dan tarifnya 10 ribu dibayar pada saat kedatangan. harga tiket masuknya cukup terjangkau yaitu rp 10. 000 per kepala. dan ada jasa persewaan pelampung, kaki katak dan alat snorkling. airnya dingin dan sangat segar untuk mandi, berenang bersama ikan2 yang ada. kalau mau berfoto dengan jasa fotografi dari pihak pengelola juga tersedia","umbul ponggok sudah saya lewati pada kunjungan kerja saya di bulan puasa lalu , karena hujan dan tidak membawa pakaian ganti , maka tidak saya kunjungi pada kesempatan itu . setelah lebaran , dalam rangka menemani orang tua ziarah di wilayah klaten . bersama dengan adik mengunjungi kolam renang umbul ponggok . kalau membawa mobil area parkirnya cukup sempit dan tarifnya 10 ribu dibayar pada saat kedatangan . harga tiket masuknya cukup terjangkau yaitu rp 10 . 000 per kepala . dan ada jasa persewaan pelampung , kaki katak dan alat snorkeling . airnya dingin dan sangat segar untuk mandi , berenang bersama ikan2 yang ada . kalau mau berfoto dengan jasa fotografi dari pihak pengelola juga tersedia",1,Positif,auto,0.994972825050354,umbul ponggok,Pemandangan & Alam|Pelayanan|Fasilitas|Harga & Tiket|Suasana|Akses & Lokasi|Budaya & Tradisi
bagus betah,bagus betah,1,Positif,auto,0.996894121170044,umbul ponggok,Lainnya
sensasi renang dgn fasilitas safety yg lengkap. merasakan sensasi penyelaman dalam air didukung persewaan alat diving yg jarang ditemukan di kolam renang lain. uniknya tersedia spot foto dalam air yg memberikan sensasi lain didampingi pengawas yg profesional,sensasi renang dengan fasilitas safety yang lengkap . merasakan sensasi penyelaman dalam air didukung persewaan alat diving yang jarang ditemukan di kolam renang lain . uniknya tersedia spot foto dalam air yang memberikan sensasi lain didampingi pengawas yang profesional,1,Positif,auto,0.9954383969306946,umbul ponggok,Pemandangan & Alam|Fasilitas
"pengalaman berenang bareng ikan yang luar biasa. selain menawarkan obyek wisata alam yang menarik, umbul ponggok juga menyediakan layanan dan fasilitas yang lengkap. seperti tempat penitipan barang, penyewaan vest, alat snorkeling, kamar mandi, warung makan dan yang paling menarik ada jasa foto bawah air. para tenant dan pengelola juga ramah dan mematok harga yang cukup bersahabat. nggak usah takut dithuthuk. insyaallah bersahabat. namun ada saran buat pengelola, selain menyediakan tempat parkir yang luas alangkah baiknya juga membuat fasilitas lebih safe. beberapa kali saya menginjak batu atau lantai yang licin. sebaiknya dibersihkan dan dijaga agar tidaklah licin. tidak sabar ingin berkunjung kembali.","pengalaman berenang bareng ikan yang luar biasa . selain menawarkan obyek wisata alam yang menarik , umbul ponggok juga menyediakan layanan dan fasilitas yang lengkap . seperti tempat penitipan barang , penyewaan vest , alat snorkeling , kamar mandi , warung makan dan yang paling menarik ada jasa foto bawah air . para tenant dan pengelola juga ramah dan mematok harga yang cukup bersahabat . tidak usah takut dithuthuk . insyaallah bersahabat . namun ada saran buat pengelola , selain menyediakan tempat parkir yang luas alangkah baiknya juga membuat fasilitas lebih safe . beberapa kali saya menginjak batu atau lantai yang licin . sebaiknya dibersihkan dan dijaga agar tidaklah licin . tidak sabar ingin berkunjung kembali .",1,Positif,auto,0.9940356016159058,umbul ponggok,Pemandangan & Alam|Kebersihan|Pelayanan|Fasilitas|Harga & Tiket|Kuliner
tempat wisata underwater di klaten. sering buat latihan snorkling. htm sekarang rp15. 000 per orang. banyak food stall di pinggir-pinggir kolam dan sepertinya masih akan ada hal-hal yang dikembangkan. buat nyari pengalaman renang sama ikan dan foto ala-ala bawah air tempat ini bisa jadi pilihan.,tempat wisata underwater di klaten . sering buat latihan snorkeling . harga tiket masuk sekarang rp15 . 000 per orang . banyak food stall di pinggir - pinggir kolam dan sepertinya masih akan ada hal - hal yang dikembangkan . buat nyari pengalaman renang sama ikan dan foto ala - ala bawah air tempat ini bisa jadi pilihan .,1,Positif,auto,0.9960638880729675,umbul ponggok,Pemandangan & Alam|Fasilitas|Harga & Tiket
tempatnya adem aire suegerr bgt.,tempatnya adem aire segar banget .,1,Positif,auto,0.9979391694068909,umbul ponggok,Suasana
kerameean saat lebaran kurang nyaman,kerameean saat lebaran kurang nyaman,0,Negatif,auto,0.9954441785812378,umbul ponggok,Suasana
"alhamdulillah keren, , , ,","alhamdulillah keren ,",1,Positif,auto,0.9943187832832336,umbul ponggok,Lainnya
"bagus, tiket masuk cuma 10k yg mahal sewa ini itu nya.","bagus , tiket masuk cuma 10k yang mahal sewa ini itu nya .",0,Negatif,auto,0.9912502765655518,umbul ponggok,Harga & Tiket
inndah alami,inndah alami,1,Positif,auto,0.9826481938362122,umbul ponggok,Pemandangan & Alam
mantul,mantap,1,Positif,auto,0.9971997737884521,umbul ponggok,Lainnya
"buka setiap hari pukul 07. 00-18. 00. bayar masuknya pas tanggal 16 mei 2022 hanya 15. 000 rupiah, parkir mobil tidak bisa di depan pagarnya langsung, harus jalan sedikit ke depan. ada penyewaan pelampung untuk anak-anak dan dewasa dengan harga sama. toilet/mandi semua harganya sama rp 2000 banyak warung yang jual makanan (harga standar) ada kolam renang anak-anak dan ayunan 1 saja. kedalaman air di umbul ponggok dari 1- 3 meter. sewa helm dan underwater 150rb","buka setiap hari pukul 07 . 00 - 18 . 00 . bayar masuknya pas tanggal 16 mei 2022 hanya 15 . 000 rupiah , parkir mobil tidak bisa di depan pagarnya langsung , harus jalan sedikit ke depan . ada penyewaan pelampung untuk anak - anak dan dewasa dengan harga sama . toilet / mandi semua harganya sama rp 2000 banyak warung yang jual makanan ( harga standar ) ada kolam renang anak - anak dan ayunan 1 saja . kedalaman air di umbul ponggok dari 1 - 3 meter . sewa helm dan underwater 150rb",1,Positif,auto,0.9770922064781189,umbul ponggok,Pemandangan & Alam|Kebersihan|Fasilitas|Harga & Tiket|Kuliner|Akses & Lokasi
bagus,bagus,1,Positif,auto,0.9961093068122864,umbul ponggok,Lainnya
tempat wisata alam yg cocok untuk keluarga,tempat wisata alam yang cocok untuk keluarga,1,Positif,auto,0.9955377578735352,umbul ponggok,Pemandangan & Alam
murah meriah,murah meriah,1,Positif,auto,0.9973658919334412,umbul ponggok,Harga & Tiket
airnya bening dan segerrr,airnya bening dan seger,1,Positif,auto,0.9970278143882751,umbul ponggok,Lainnya
airnya segar sekali,airnya segar sekali,1,Positif,auto,0.996547281742096,umbul ponggok,Suasana
bagus sekali wahana dan tempatnya,bagus sekali wahana dan tempatnya,1,Positif,auto,0.9974645376205444,umbul ponggok,Fasilitas
pokoknya yess banget,pokoknya yes banget,1,Positif,auto,0.995040237903595,umbul ponggok,Lainnya
"wisata samping jalan rayaa, , airnya dingin banget asli, kusaranin bawa kaca mata renang sendiri , ya meski bisa nyewa, tapi kualitas kacanya jelek, , kalo kesini jangan lupaaa sewa pemotret","wisata samping jalan raya , airnya dingin banget asli , kusaranin bawa kaca mata renang sendiri , ya meski bisa nyewa , tapi kualitas kacanya jelek , kalo kesini jangan lupa sewa pemotret",0,Negatif,auto,0.7586794495582581,umbul ponggok,Suasana|Akses & Lokasi
bagus & baik,bagus & baik,1,Positif,auto,0.9916089177131653,umbul ponggok,Lainnya
"tempat sangat mudah d jangkau, kolamnya jg bersih karena langsung dari mata air dan juga terasa sangat alami bahkan terdapat banyak ikan didalamnya, tetapi sayangnya kolam disini sangat dalam sehingga kurang recomend buat yg baru tau mau belajar berenang. klo buat saya sendiri yg memang mencari alamnya saya kasih bintang lima, juosss. bintang :","tempat sangat mudah dijangkau , kolamnya juga bersih karena langsung dari mata air dan juga terasa sangat alami bahkan terdapat banyak ikan didalamnya , tetapi sayangnya kolam di sini sangat dalam sehingga kurang recomend buat yang baru tau mau belajar berenang . klo buat saya sendiri yang memang mencari alamnya saya kasih bintang lima , juos . bintang :",1,Positif,auto,0.8651854395866394,umbul ponggok,Pemandangan & Alam|Kebersihan|Fasilitas
ga nambah fasilitas utk anak2 crowded nya ampun2. .,tidak nambah fasilitas untuk anak - anak penuh sesak nya ampun2 .,0,Negatif,auto,0.9932953715324402,umbul ponggok,Fasilitas
air nya seger. . banyak ikan nya. . asyik buat berenang,air nya seger . banyak ikan nya . asyik buat berenang,1,Positif,auto,0.9978671073913574,umbul ponggok,Lainnya
"tempatnya nyaman, bagus nih buat kalian yang ingin renang renang, ada tempat buat foto di bawah air nya juga lohh guys. . . cocok nih buat menuhin foto-foto instagramable kalian. . . .","tempatnya nyaman , bagus nih buat kalian yang ingin renang renang , ada tempat buat foto di bawah air nya juga loh guys . cocok nih buat menuhin foto - foto instagramable kalian .",1,Positif,auto,0.9981180429458618,umbul ponggok,Kuliner|Suasana
"tempat cukup luas, fasilitas peminjaman alat berenang jg ada. hanya saja ketika musim liburan/lebaran perlu diperhatikan lgi utk sarana disitu krn msh dlm situasi pandemi, sanitasi peminjaman lbh diperhatikan lgi. area parkir cukup di beberapa area warga sekitar.","tempat cukup luas , fasilitas peminjaman alat berenang juga ada . hanya saja ketika musim liburan / lebaran perlu diperhatikan lgi untuk sarana disitu karena msh dalam situasi pandemi , sanitasi peminjaman lbh diperhatikan lgi . area parkir cukup di beberapa area warga sekitar .",1,Positif,auto,0.9813317060470581,umbul ponggok,Pemandangan & Alam|Pelayanan|Fasilitas
"tempatnya bagus, asal jgan berkunjung di hari libur, sangat ramai parkiran jg penuh semua sampai kerumah"" warga","tempatnya bagus , asal jgan berkunjung di hari libur , sangat ramai parkiran juga penuh semua sampai kerumah "" warga",1,Positif,auto,0.997385561466217,umbul ponggok,Pelayanan|Fasilitas
sebenernya tempat ini menyediakan arena yang menyenangkan dan pengalaman yang berbeda dari tempat yang lain. tapi kenapa kalau ke toilet nya harus bayar lagi?,sebenernya tempat ini menyediakan arena yang menyenangkan dan pengalaman yang berbeda dari tempat yang lain . tapi kenapa kalau ke toilet nya harus bayar lagi ?,1,Positif,auto,0.9471578001976013,umbul ponggok,Pemandangan & Alam|Kebersihan|Harga & Tiket
"ga sengaja mampir ksini, tempatnya baguslah buat bawa anak2. . ada foto underwatermya gitu dipandu sama guidenya yg ramah2 terutama guide kami mas somad. . . luaaar biasa baiknya dan sabar memandu kami. . thanks yaa. . recomanded place to vacation. .","tidak sengaja mampir ksini , tempatnya baguslah buat bawa anak - anak . ada foto underwatermya gitu dipandu sama guidenya yang ramah - ramah terutama guide kami mas somad . luaaar biasa baiknya dan sabar memandu kami . thanks ya . recommended place to vacation .",1,Positif,auto,0.9979787468910217,umbul ponggok,Pelayanan
rame di hari libur,ramai di hari libur,1,Positif,auto,0.9746074080467224,umbul ponggok,Lainnya
airnya dingin,airnya dingin,1,Positif,auto,0.9741117358207703,umbul ponggok,Suasana
buat berenang asyik,buat berenang asyik,1,Positif,auto,0.9966298937797546,umbul ponggok,Lainnya
asikkk mandi bareng ikan,asyik mandi bareng ikan,1,Positif,auto,0.988071084022522,umbul ponggok,Lainnya
air nya dingin,air nya dingin,1,Positif,auto,0.936980128288269,umbul ponggok,Suasana
wisata air di kab klaten,wisata air di kab klaten,2,Netral,auto,0.8992055058479309,umbul ponggok,Lainnya
"htm 15rb/org, sewa pelampung 10rb, kalo sewa kacamata snorkeling hrs pake ktp, tiap masuk kamar mandi bayar","harga tiket masuk 15rb / orang , sewa pelampung 10rb , kalo sewa kacamata snorkeling hrs pake ktp , tiap masuk kamar mandi bayar",2,Netral,auto,0.9286583662033081,umbul ponggok,Kebersihan|Harga & Tiket
bagus,bagus,1,Positif,auto,0.9961093068122864,umbul ponggok,Lainnya
mantul,mantap,1,Positif,auto,0.9971997737884521,umbul ponggok,Lainnya
bagus tapi dingin banget,bagus tapi dingin banget,0,Negatif,auto,0.9540390968322754,umbul ponggok,Suasana
"saya pikir kayak kolam alami gitu, ternyata kolam yang dibikin manusia","saya pikir kayak kolam alami gitu , ternyata kolam yang dibikin manusia",0,Negatif,auto,0.5012567639350891,umbul ponggok,Pemandangan & Alam|Fasilitas
renang di sana segerr,renang di sana seger,1,Positif,auto,0.9972366094589233,umbul ponggok,Lainnya
"masuk 15rb per orang, sewa pelampung 10rb. . . murce","masuk 15rb per orang , sewa pelampung 10rb . murah sekali",1,Positif,auto,0.9953590035438538,umbul ponggok,Harga & Tiket
gak sesuai ekpektasi ya katanya,tidak sesuai ekpektasi ya katanya,0,Negatif,auto,0.996755063533783,umbul ponggok,Lainnya
"tempatnya nyaman, lokasinya juga gampang ditemukan","tempatnya nyaman , lokasinya juga gampang ditemukan",1,Positif,auto,0.9954707622528076,umbul ponggok,Suasana|Akses & Lokasi
tempatnya bersih dan harga tiket masuknya juga tergolong murah hnya 15k,tempatnya bersih dan harga tiket masuknya juga tergolong murah hnya 15k,1,Positif,auto,0.9971344470977783,umbul ponggok,Kebersihan|Harga & Tiket
"kolam renang besar, bersumber dari air alami, experience cukup menyenangkan berenang bersama ikan besar. tersedia foto dalam air. untuk tiket masuk 15rb (2022). terbulang cukup murah. cocok utk berlibur bersama keluarga. wajib dicoba","kolam renang besar , bersumber dari air alami , experience cukup menyenangkan berenang bersama ikan besar . tersedia foto dalam air . untuk tiket masuk 15rb ( 2022 ) . terbulang cukup murah . cocok untuk berlibur bersama keluarga . wajib dicoba",1,Positif,auto,0.9982727766036987,umbul ponggok,Pemandangan & Alam|Fasilitas|Harga & Tiket
airnya dingi dan seger,airnya dingi dan seger,1,Positif,auto,0.9973884224891663,umbul ponggok,Lainnya
bagus,bagus,1,Positif,auto,0.9961093068122864,umbul ponggok,Lainnya
sekarang agak sepi,sekarang agak sepi,0,Negatif,auto,0.9970544576644897,umbul ponggok,Lainnya
dingin airnya,dingin airnya,1,Positif,auto,0.9871930480003357,umbul ponggok,Suasana
"tempat yg asyik buar mandi sambil foto didalam air, airnya dingin tapi seger, coba datang pasti ndak mau pulang","tempat yang asyik buar mandi sambil foto didalam air , airnya dingin tapi seger , coba datang pasti ndak mau pulang",1,Positif,auto,0.9969958066940308,umbul ponggok,Pemandangan & Alam|Suasana
"ok, kolamnya bersih, jernih, harga tiket cukup murah.","ok , kolamnya bersih , jernih , harga tiket cukup murah .",1,Positif,auto,0.9972668886184692,umbul ponggok,Kebersihan|Fasilitas|Harga & Tiket
tempat yg enak buat snorkeling,tempat yang enak buat snorkeling,1,Positif,auto,0.9971634745597839,umbul ponggok,Lainnya
tempatnya asik airnya segar,tempatnya asyik airnya segar,1,Positif,auto,0.9975641965866089,umbul ponggok,Suasana
puwassss berenang di air beningg sama ikan buanyak,puwas berenang di air bening sama ikan buanyak,1,Positif,auto,0.9901412129402161,umbul ponggok,Lainnya
"padusan, banyune bening, iso photo neng njeri banyu, akeh iwake.","padusan , banyune bening , iso foto neng njeri banyu , akeh iwake .",1,Positif,auto,0.7484403848648071,umbul ponggok,Lainnya
"cocok buat rekreasi anak, banyak ikaaan","cocok buat rekreasi anak , banyak ikan",1,Positif,auto,0.9961203932762146,umbul ponggok,Lainnya
bagus,bagus,1,Positif,auto,0.9961093068122864,umbul ponggok,Lainnya
tempat wisata yg bagus untuk keluarga,tempat wisata yang bagus untuk keluarga,1,Positif,auto,0.9971609115600586,umbul ponggok,Lainnya
"airnya dinginn, selain itu seru berenang bareng ikan, sholat gratis, wudhunya 2rb","airnya dingin , selain itu seru berenang bareng ikan , sholat gratis , wudhunya 2rb",1,Positif,auto,0.9945197701454163,umbul ponggok,Harga & Tiket|Suasana
segarr airnya,segar airnya,1,Positif,auto,0.9959558844566345,umbul ponggok,Suasana
"enaknya pas bulan puasa kesini, sepi. jadi foto yg dalem air bagus bgt hasilnya. mas mas jasa fotonya jg profesional bgt dan ramah","enaknya pas bulan puasa kesini , sepi . jadi foto yang dalem air bagus banget hasilnya . mas mas jasa fotonya juga profesional banget dan ramah",1,Positif,auto,0.9978742599487305,umbul ponggok,Pelayanan
enak go keceh. . .,enak go keceh .,1,Positif,auto,0.9973167777061462,umbul ponggok,Lainnya
seru sekali,seru sekali,1,Positif,auto,0.9967504739761353,umbul ponggok,Lainnya
"baguss dan luas, kolamnya dalam tapi ada kolam untuk anak-anak. airnya juga jernih dan segarr.","bagus dan luas , kolamnya dalam tapi ada kolam untuk anak - anak . airnya juga jernih dan segar .",1,Positif,auto,0.9983345866203308,umbul ponggok,Pemandangan & Alam|Fasilitas|Suasana
wisata air murah meriahhh,wisata air murah meriah,1,Positif,auto,0.9969097971916199,umbul ponggok,Harga & Tiket
rekreasi kolam renang alami dan wisata alam sentra perikanan,rekreasi kolam renang alami dan wisata alam sentra perikanan,1,Positif,auto,0.7174184322357178,umbul ponggok,Pemandangan & Alam|Fasilitas
